"Year_First","Year_Last","Country","PDF"
"2008",2009,"Italy",""
"7-Jun-04",NA,"USA: Wyoming Co., NY",NA
"8-Aug-07",NA,"USA: Suffolk Co., NY",NA
"29-Aug-02",NA,"USA: Cayuga Co., NY",NA
"22-Aug-06",NA,"USA: Monroe Co., NY",NA
"",NA,"USA","internal-pdf://2830553368.pdf"
"",NA,"USA","internal-pdf://2830553368.pdf"
"",NA,"USA","internal-pdf://2830553368.pdf"
"14-Aug-07",NA,"USA: Nassau Co., NY",NA
"29-Jul-08",NA,"USA: Suffolk Co., NY",NA
"22-Sep-03",NA,"USA: Suffolk Co., NY",NA
"",NA,"USA","internal-pdf://2830553368.pdf"
"29-Jul-10",NA,"Italy",NA
"",NA,"","internal-pdf://1347402211.pdf"
"",NA,"England","internal-pdf://1556850690.pdf"
"",NA,"French Guiana","internal-pdf://2906819493.pdf"
"",NA,"Trinidad","internal-pdf://1347402211.pdf"
"1961",NA,"Sweden","internal-pdf://3551992108.pdf;internal-pdf://1413486157.pdf"
"26-Sep-02",NA,"USA: Wyoming Co., NY",NA
"8-Aug-05",NA,"USA: Suffolk Co., NY",NA
"29-Jun-04",NA,"USA: Jefferson Co., NY",NA
"",NA,"Argentina","internal-pdf://4254080574.pdf"
"19-Sep-02",NA,"USA: Schenectady Co., NY",NA
"",NA,"USA","internal-pdf://2830553368.pdf"
"9-Aug-07",NA,"USA: Erie Co., NY",NA
"",NA,"Japan","internal-pdf://4129638848.pdf"
"",NA,"China","internal-pdf://2956441632.pdf"
"2008",NA,"China: Hunan",NA
"2008",2009,"Italy",""
"",NA,"Taiwan","internal-pdf://1347402211.pdf"
"",NA,"Japan","internal-pdf://1347402211.pdf"
"",NA,"Trinidad and Tobago","internal-pdf://1347402211.pdf"
"",NA,"Trinidad and Tobago","internal-pdf://3384744774.pdf"
"",NA,"Trinidad¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë__","internal-pdf://1339452291.pdf"
"",NA,"","internal-pdf://1347402211.pdf"
"2008",2009,"Italy",""
"",NA,"Trinidad and Tobago","internal-pdf://1347402211.pdf"
"",NA,"Mexico","internal-pdf://1908586893.pdf"
"",NA,"Trinidad and Tobago","internal-pdf://3384744774.pdf"
"",NA,"","internal-pdf://1347402211.pdf"
"2008",2009,"Italy",""
"",NA,"USA","internal-pdf://2830553368.pdf"
"31-Aug-06",NA,"USA: Livingston Co., NY",NA
"11-Oct-02",NA,"USA: Albany Co., NY",NA
"",NA,"USA","internal-pdf://2830553368.pdf"
"6-Aug-06",NA,"USA: Orleans Co., NY",NA
"",NA,"Brazil",""
"",NA,"Brazil",""
"2008",NA,"Brazil: Sao Paulo",NA
"",NA,"","internal-pdf://1347402211.pdf"
"2016",2016,"Belgium",""
"7-Aug-08",NA,"USA: Suffolk Co., NY",NA
"1-Sep-05",NA,"USA: Nassau Co., NY",NA
"1-Oct-02",NA,"USA: Genesee Co., NY",NA
"4-Oct-04",NA,"USA: New York Co., NY",NA
"",NA,"China","internal-pdf://1161594151.pdf"
"1997",NA,"China",NA
"",NA,"Japan","internal-pdf://1347402211.pdf"
"2016",2016,"Belgium",""
"29-Jul-04",NA,"USA: Richmond Co., NY",NA
"",NA,"Brazil","internal-pdf://1252989057.pdf"
"",NA,"Trinidad","internal-pdf://1347402211.pdf"
"2011-12",NA,"Mexico","internal-pdf://2599571499.pdf"
"2011-12",NA,"Mexico","internal-pdf://2599571499.pdf"
"4-Sep-07",NA,"USA: Queens Co., NY",NA
"2011-12",NA,"Mexico","internal-pdf://2599571499.pdf"
"1960-1962",NA,"Sweden","internal-pdf://3551992108.pdf;internal-pdf://1413486157.pdf"
"1960-1962",NA,"Sweden","internal-pdf://3551992108.pdf;internal-pdf://1413486157.pdf"
"19-Sep-04",NA,"USA: Orange Co., NY",NA
"12-Sep-10",NA,"USA: Schenectady Co., NY",NA
"25-Jul-07",NA,"USA: Niagara Co., NY",NA
"9-Sep-09",NA,"USA: Erie Co., NY",NA
"10-Sep-04",NA,"USA: Queens Co., NY",NA
"",NA,"England","internal-pdf://1556850690.pdf"
"",NA,"Brazil","internal-pdf://1252989057.pdf"
"21-Aug-02",NA,"USA: Lewis Co., NY",NA
"5-Sep-05",NA,"USA: Lewis Co., NY",NA
"21-Aug-06",NA,"USA",NA
"22-Aug-05",NA,"USA: Chautauqua Co., NY",NA
"1995-2004",NA,"Russia","internal-pdf://2246767629.pdf;internal-pdf://3646419137.pdf"
"2-Sep-09",NA,"USA: Schenectady Co., NY",NA
"",NA,"Japan","internal-pdf://1347402211.pdf"
"",NA,"Japan","internal-pdf://1347402211.pdf"
"2009",NA,"China",NA
"4-Sep-09",NA,"USA: Ulster Co., NY",NA
"",NA,"Brazil","internal-pdf://1252989057.pdf"
"",NA,"Brazil",""
"",NA,"Trinidad and Tobago","internal-pdf://3384744774.pdf"
"",NA,"","internal-pdf://1347402211.pdf"
"2016",2016,"Belgium",""
"",NA,"Panama",NA
"1960-1962",NA,"Sweden","internal-pdf://3551992108.pdf;internal-pdf://1413486157.pdf"
"",NA,"USA","internal-pdf://2830553368.pdf"
"",NA,"Tunisia","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Tunisia","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Argentina","internal-pdf://4254080574.pdf"
"",NA,"Trinidad¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë__","internal-pdf://1339452291.pdf"
"",NA,"Trinidad¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë__","internal-pdf://1339452291.pdf"
"31-Aug-09",NA,"USA: Columbia Co., NY",NA
"18-Aug-05",NA,"USA: Schuyler Co., NY",NA
"10-Aug-09",NA,"USA: Nassau Co., NY",NA
"",NA,"Central Africa","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"2016",2016,"Netherlands",""
"",NA,"Nigeria",NA
"",NA,"Australia",NA
"2016",2016,"Netherlands",""
"",NA,"Central Africa","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"USA","internal-pdf://2830553368.pdf"
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"2009",2010,"Serbia",""
"",NA,"Russia: Omsk region",NA
"",NA,"Russia: Novosibirsk region",NA
"",NA,"Russia: Kurgan region",NA
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"USA","internal-pdf://2830553368.pdf"
"",NA,"Austria",""
"2006",2006,"Italy",""
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"1960-1962",NA,"Sweden","internal-pdf://3551992108.pdf;internal-pdf://1413486157.pdf"
"",NA,"Madagascar","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"2007",2007,"Italy",""
"",NA,"Madagascar","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"England","internal-pdf://2600713223.pdf;internal-pdf://1984412023.pdf"
"",NA,"Ireland","internal-pdf://4038850758.pdf;internal-pdf://3385455838.pdf"
"",NA,"Wales","internal-pdf://4038850758.pdf;internal-pdf://3385455838.pdf"
"2007",2008,"Italy",""
"2007",2007,"Italy",""
"2007",2007,"Italy",""
"2005",2005,"Italy",""
"1994",NA,"Austria","internal-pdf://0317393510.pdf;internal-pdf://1890322577.pdf"
"",NA,"Madagascar","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"USA","internal-pdf://0066317565.pdf"
"",NA,"USA","internal-pdf://0066317565.pdf"
"2003",2006,"Austria",""
"",NA,"Madagascar","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"England","internal-pdf://1556850690.pdf"
"",NA,"England","internal-pdf://1556850690.pdf"
"",NA,"Australia","internal-pdf://1347402211.pdf"
"",NA,"Australia","internal-pdf://1347402211.pdf"
"2003",2006,"Austria",""
"",NA,"Madagascar","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Senegal",NA
"",NA,"Madagascar","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"2003",2006,"Austria",""
"",NA,"Australia","internal-pdf://1347402211.pdf"
"2003",2006,"Austria",""
"",NA,"Australia","internal-pdf://1347402211.pdf"
"2003",2006,"Austria",""
"2003",2006,"Austria",""
"2013",NA,"Germany",NA
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Central African Republic",NA
"",NA,"Nigeria",NA
"",NA,"Central African Republic",NA
"",NA,"Nigeria",NA
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"21-Aug-10",NA,"Italy",NA
"",NA,"Argentina","internal-pdf://4254080574.pdf"
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"USA","internal-pdf://2830553368.pdf"
"16-Jul-05",NA,"USA: Albany Co., NY",NA
"2-Sep-02",NA,"USA: Montgomery Co., NY",NA
"3-Oct-02",NA,"USA: Schenectady Co., NY",NA
"",NA,"USA","internal-pdf://2830553368.pdf"
"30-Sep-05",NA,"USA: Dutchess Co., NY",NA
"",NA,"","internal-pdf://1347402211.pdf"
"2003",NA,"Austria: Neunkirchen",NA
"2003",2006,"Austria",""
"2003",2006,"Austria",""
"3-Jul-10",NA,"Italy",NA
"2-Jul-10",NA,"Italy",NA
"12-Jun-10",NA,"Italy",NA
"28-Oct-10",NA,"Italy",NA
"1-Aug-05",NA,"USA: Suffolk Co., NY",NA
"29-Sep-04",NA,"USA: Erie Co., NY",NA
"6-Sep-07",NA,"USA: Schenectady Co., NY",NA
"1-Jun-04",NA,"USA: Chautauqua Co., NY",NA
"22-Aug-07",NA,"USA: Tompkins Co., NY",NA
"7-Jun-04",NA,"USA: Erie Co., NY",NA
"26-Aug-09",NA,"USA",NA
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Israel","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Egypt","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Austria","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Pakistan","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"28-Sep-10",NA,"Italy",NA
"29-Aug-02",NA,"Austria",NA
"2003",2006,"Austria",""
"",NA,"Israel","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Egypt","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Austria","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Pakistan","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Pakistan","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Madagascar","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Tunisia","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Central Africa [Republic?]","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Egypt","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Israel","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Pakistan","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Madagascar","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Tunisia","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Central Africa [Republic?]","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Egypt","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Israel","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"","internal-pdf://0761508589.pdf;internal-pdf://3017453207.pdf"
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"2003",2006,"Austria",""
"2003",2006,"Austria",""
"",NA,"Brazil","internal-pdf://1252989057.pdf"
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"","internal-pdf://1347402211.pdf"
"2003",2006,"Austria",""
"",NA,"Trinidad and Tobago","internal-pdf://1347402211.pdf"
"",NA,"Trinidad and Tobago","internal-pdf://3384744774.pdf"
"",NA,"Trinidad¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë__","internal-pdf://1339452291.pdf"
"28-Sep-07",NA,"USA: Monroe Co., NY",NA
"19-Sep-06",NA,"USA: Otsego Co., NY",NA
"2003",2006,"Austria",""
"2003",2006,"Austria",""
"2003",NA,"Austria: Strasshof",NA
"2011",NA,"Germany",NA
"2-Oct-03",NA,"USA: Cortland Co., NY",NA
"",NA,"Israel","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Uganda","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Israel","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Uganda","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"India","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"16-Sep-10",NA,"USA: Kings Co., NY",NA
"",NA,"Austria","internal-pdf://1989573719.pdf;internal-pdf://1313765831.pdf"
"29-Jul-10",NA,"Italy",NA
"8-Jun",NA,"China",NA
"1987",NA,"India: Karnataka",NA
"1985",NA,"India: Karnataka, Kolar",NA
"1991",NA,"India: Karnataka",NA
"1988",NA,"India: Karnataka",NA
"2004",NA,"Thailand",NA
"2003",NA,"Thailand",NA
"",NA,"Australia: Torres Strait, Badu island",NA
"",NA,"Japan:Chiba",NA
"2005",NA,"Viet Nam",NA
"2007",NA,"Taiwan",NA
"2000",NA,"Australia: Badu Island, Torres Strait",NA
"1975",NA,"South Korea",NA
"2004",NA,"China: Guizhou",NA
"2009",NA,"China: Guangdong",NA
"",NA,"Thailand",NA
"1982",NA,"Thailand",NA
"",NA,"India","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Japan","internal-pdf://1347402211.pdf"
"",NA,"","internal-pdf://1347402211.pdf"
"2003",2006,"Austria",""
"2003",2006,"Austria",""
"5-Aug-06",NA,"Italy",NA
"2013",NA,"Germany",NA
"2003",NA,"Austria: Neunkirchen",NA
"16-Sep-06",NA,"USA: Jefferson Co., NY",NA
"",NA,"Argentina","internal-pdf://4254080574.pdf"
"12-Sep-02",NA,"USA: Bronx Co., NY",NA
"1999",NA,"French Guiana","internal-pdf://1573886509.pdf"
"",NA,"Trinidad and Tobago","internal-pdf://1347402211.pdf"
"",NA,"Trinidad and Tobago","internal-pdf://3384744774.pdf"
"",NA,"Japan","internal-pdf://1347402211.pdf"
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Malaysia","internal-pdf://3985957259.pdf"
"",NA,"","internal-pdf://1347402211.pdf"
"2003",2006,"Austria",""
"2003",2006,"Austria",""
"",NA,"Argentina","internal-pdf://4254080574.pdf"
"",NA,"Australia: Badu Island",NA
"",NA,"USA","internal-pdf://2830553368.pdf"
"2003",2006,"Austria",""
"2003",2006,"Austria",""
"28-Sep-10",NA,"Italy",NA
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"","internal-pdf://1347402211.pdf"
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"22-Sep-09",NA,"USA: Suffolk Co., NY",NA
"",NA,"Argentina","internal-pdf://4254080574.pdf"
"",NA,"Trinidad and Tobago","internal-pdf://1347402211.pdf"
"",NA,"Malaysia","internal-pdf://3257936385.pdf"
"",NA,"Trinidad and Tobago","internal-pdf://3384744774.pdf"
"",NA,"","internal-pdf://1347402211.pdf"
"2003",2006,"Austria",""
"",NA,"Trinidad and Tobago","internal-pdf://1347402211.pdf"
"",NA,"Malaysia","internal-pdf://3257936385.pdf"
"",NA,"Trinidad and Tobago","internal-pdf://3384744774.pdf"
"",NA,"Trinidad¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë__","internal-pdf://1339452291.pdf"
"",NA,"","internal-pdf://1347402211.pdf"
"",NA,"Trinidad¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë__","internal-pdf://1339452291.pdf"
"2003",2006,"Austria",""
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Australia","internal-pdf://1347402211.pdf"
"",NA,"",NA
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"17-Sep-05",NA,"USA: Suffolk Co., NY",NA
"",NA,"Australia","internal-pdf://0325259182.pdf"
"",NA,"Australia","internal-pdf://1347402211.pdf"
"",NA,"",NA
"",NA,"Australia","internal-pdf://1347402211.pdf"
"2003",2006,"Austria",""
"1-Sep-09",NA,"USA: Suffolk Co., NY",NA
"",NA,"Argentina","internal-pdf://4254080574.pdf"
"19-Aug-02",NA,"USA: Suffolk Co., NY",NA
"26-Aug-06",NA,"USA: Cortland Co., NY",NA
"20-Aug-10",NA,"USA: Albany Co., NY",NA
"9-Aug-06",NA,"USA: Chautauqua Co., NY",NA
"2-Sep-05",NA,"USA: Rockland Co., NY",NA
"13-Sep-05",NA,"USA: Rockland Co., NY",NA
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"18-Oct-05",NA,"USA: Queens Co., NY",NA
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"2003",2006,"Austria",""
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"2003",2006,"Austria",""
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"13-Aug-08",NA,"USA: Niagara Co., NY",NA
"",NA,"Austria","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"2007",NA,"China",NA
"",NA,"Japan","internal-pdf://1347402211.pdf"
"",NA,"Japan","internal-pdf://1347402211.pdf"
"",NA,"Japan","internal-pdf://1347402211.pdf"
"",NA,"China","internal-pdf://1347402211.pdf"
"2003",2006,"Austria",""
"",NA,"Austria","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"USA","internal-pdf://2830553368.pdf"
"6-Sep-02",NA,"USA: Chemung Co., NY",NA
"2-Sep-09",NA,"USA: Albany Co., NY",NA
"1990",NA,"China",NA
"1986",NA,"China",NA
"3-Aug-06",NA,"USA: Suffolk Co., NY",NA
"",NA,"Slovakia",NA
"",NA,"China","internal-pdf://1347402211.pdf"
"",NA,"China","internal-pdf://1161594151.pdf"
"2003",2006,"Austria",""
"2011",NA,"Germany",NA
"5-Aug-06",NA,"Italy",NA
"2003",2006,"Austria",""
"27-Aug-04",NA,"USA: Kings Co., NY",NA
"1999",NA,"French Guiana","internal-pdf://1573886509.pdf"
"",NA,"Brazil","internal-pdf://1252989057.pdf"
"",NA,"Brazil","internal-pdf://0793226614.pdf"
"2003",2006,"Austria",""
"",NA,"","internal-pdf://1347402211.pdf"
"2003",2006,"Austria",""
"",NA,"USA","internal-pdf://2830553368.pdf"
"24-Aug-07",NA,"USA: Queens Co., NY",NA
"9-Sep-04",NA,"USA: Queens Co., NY",NA
"",NA,"South Africa","internal-pdf://2853979794.pdf"
"",NA,"South Africa","internal-pdf://2853979794.pdf"
"2-Sep-04",NA,"USA: Rockland Co., NY",NA
"",NA,"England","internal-pdf://1556850690.pdf"
"",NA,"England","internal-pdf://1556850690.pdf"
"",NA,"India","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"India","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"United states","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"United states","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"United states","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Czech Republic","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Czech Republic","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"United states","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Slovakia",NA
"2008",NA,"China",NA
"",NA,"Senegal",NA
"",NA,"","internal-pdf://3529243761.pdf;internal-pdf://2678847828.pdf"
"",NA,"","internal-pdf://3529243761.pdf;internal-pdf://2678847828.pdf"
"",NA,"","internal-pdf://3529243761.pdf;internal-pdf://2678847828.pdf"
"",NA,"Czech Republic","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"England","internal-pdf://1556850690.pdf"
"",NA,"Uganda","internal-pdf://1347402211.pdf"
"2003",2006,"Austria",""
"",NA,"Brazil","internal-pdf://1252989057.pdf"
"",NA,"Brazil¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë__","internal-pdf://2919782973.pdf"
"",NA,"Brazil¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë__","internal-pdf://2919782973.pdf"
"",NA,"USA","internal-pdf://2830553368.pdf"
"15-Sep",NA,"China",NA
"2004",2004,"United Kingdom",""
"",NA,"Brazil",""
"",NA,"England","internal-pdf://1556850690.pdf"
"",NA,"England","internal-pdf://1556850690.pdf"
"2006",2006,"Switzerland",""
"2011",NA,"Germany",NA
"2006",2006,"Switzerland",""
"1960-1962",NA,"Sweden","internal-pdf://3551992108.pdf;internal-pdf://1413486157.pdf"
"1995-2004",NA,"Russia","internal-pdf://2246767629.pdf;internal-pdf://3646419137.pdf"
"",NA,"England","internal-pdf://1556850690.pdf"
"",NA,"USA","internal-pdf://2830553368.pdf"
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Uganda","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Brazil",""
"",NA,"Uganda","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Central Africa","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"","internal-pdf://4090273238.pdf"
"",NA,"USA","internal-pdf://2830553368.pdf"
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Italy","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Italy","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"USA","internal-pdf://0066317565.pdf"
"",NA,"USA","internal-pdf://0066317565.pdf"
"2006",2006,"Switzerland",""
"",NA,"Nigeria",NA
"2005",NA,"Austria: Vienna",NA
"2011",NA,"Italy: Lombardy",NA
"2010",NA,"Italy: Lombardy",NA
"2009",NA,"Italy",NA
"2005",NA,"Hungary",NA
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Pakistan","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"2004",NA,"Austria: Biberbach",NA
"2004",NA,"Austria: Graz",NA
"",NA,"",NA
"2004",NA,"Austria: Klosterneuburg",NA
"",NA,"Pakistan","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"2003",NA,"Austria: Stegersbach",NA
"2004",NA,"Austria: Biberbach",NA
"2004",NA,"Austria: Graz",NA
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Pakistan","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"2004",NA,"Austria: Klosterneuburg",NA
"2003",NA,"Austria: Stegersbach",NA
"",NA,"",NA
"2003",NA,"Austria: Vienna",NA
"",NA,"Pakistan","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Italy",NA
"1986",NA,"Philippines",NA
"1985",NA,"Philippines",NA
"",NA,"Kenya","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Kenya","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"",NA
"",NA,"Taiwan","internal-pdf://1419485514.pdf"
"",NA,"China","internal-pdf://0428028064.pdf"
"",NA,"Japan","internal-pdf://0381458929.pdf;internal-pdf://2643695066.pdf"
"",NA,"Philippines","internal-pdf://0381458929.pdf;internal-pdf://2643695066.pdf"
"",NA,"Thailand","internal-pdf://3932331692.pdf;internal-pdf://2953550954.pdf"
"",NA,"Thailand","internal-pdf://3932331692.pdf;internal-pdf://2953550954.pdf"
"",NA,"Thailand","internal-pdf://3932331692.pdf;internal-pdf://2953550954.pdf"
"",NA,"Vietnam","internal-pdf://4129638848.pdf"
"",NA,"Vietnam","internal-pdf://0381458929.pdf;internal-pdf://2643695066.pdf"
"",NA,"Brazil",""
"2006",2006,"Switzerland",""
"2006",2006,"Switzerland",""
"",NA,"Netherlands","internal-pdf://2688324473.pdf"
"12-Aug",NA,"China",NA
"",NA,"India: Assam",NA
"5/10/2015",NA,"Viet Nam",NA
"8/4/2014",NA,"Japan:Okinawa",NA
"7/13/2015",NA,"Japan:Okinawa",NA
"2005-08",NA,"Japan: Okinawa, Ishigaki Island",NA
